ID,PALABRA,MASCULINO,FEMENINO
58022,valenada,1,0
58023,ensanvicentefer1,1,0
58024,goza,1,0
58031,1era,1,0
58025,magazinenred,1,0
58026,hectorahenao,1,0
58011,jorgearmandorio,5,0
58027,guatapeant,1,0
58028,encendamos,1,0
58032,traslado,1,0
57971,unicali,2,0
57983,kroos,1,0
58035,eleeccs15,1,0
58033,enquistada,2,0
58034,financiadores,2,0
57963,tablas,1,0
57957,democraticas,1,0
58036,suministrada,2,0
58037,mds,2,0
58038,privds,2,0
58078,pacocorma,1,0
58090,sahirypastrana,0,1
58079,sdocumentalista,1,0
58039,radicalq,4,0
58040,electo33alcalde,4,0
58041,rine,4,0
58042,recaudar,1,0
58043,arido,1,0
58080,vuelaviajavive,1,0
58045,cheoespinoza,1,0
58047,patriciadorta40,1,0
58049,infectacion,1,0
58050,escualida,1,0
58044,izquierdazurda,2,0
58046,taniapsuv,2,0
58052,gabypdevargas,1,0
58048,vtvcanal8,2,0
58053,el6dganachavezxlapaz,1,0
58081,externalidades,1,0
22960,equivocada,7,2
58056,actualidadrt,1,0
58054,exxon,2,0
58055,silenciarlo,2,0
58057,comosoc,1,0
58058,reynaldvillalba,1,0
58091,enamorador,1,0
58051,bicho,1,0
58062,ccajar,1,0
58092,caminas,1,0
58061,roures1,2,0
58063,acrylic,1,0
58064,qiqigallery,1,0
58065,etsy,1,0
58066,somalia,1,0
58067,trocitos,1,0
58068,cochesc,1,0
58069,internado,1,0
58070,oscarydario,1,0
58093,vocabulario,1,0
58071,kimiraikkonen,1,0
58072,engancho,1,0
58073,kiwenasa,1,0
58074,indigenamujer,1,0
58076,protectora,1,0
58077,officialvettel,1,0
58082,esforce,0,1
58083,cruda,0,1
58084,encendi,0,1
58085,lanzarte,0,1
58086,detienen,0,1
58087,provocarlos,0,1
58088,heiidyacosta1,0,1
58089,contrariatodas,0,1
58094,neutralizar,1,0
58095,superarla,1,0
58096,requiebre,1,0
58097,tiendasilvestrista,1,0
58098,partidista,1,0
58075,fertil,1,0
58100,financiaciones,1,0
58101,lavador,1,0
58102,construyeron,1,0
58103,elandenenbucaramanga,1,0
58104,ciuadadano,1,0
58105,432,1,0
58106,valduparenses,1,0
58107,heriberto,1,0
58108,financian,1,0
58109,richter,1,0
58110,estudiarlos,1,0
58111,incredulos,1,0
58112,celulasmadre,1,0
58113,cuidada,1,0
58114,feriadelasflores,0,1
58115,netflixeando,1,0
58099,juridico,3,0
58060,fdoquijano,1,0
58118,susanacorreabor,1,0
58059,hectorfrancoj,7,0
58119,calentado,1,0
58120,dichooooooo,1,0
58121,doblones,1,0
58122,swarmapp,1,0
58116,lalamarcela2009,3,0
58123,traida,1,0
58117,margacoral,3,0
58124,deliciaaaaaaaaa,1,0
58125,henaofisio,1,0
58126,tapes,1,0
58127,laventanale,0,1
58128,paniagua,0,1
58130,pintados,0,1
58131,vargasvilcol,0,1
58132,humoristicahoy,0,1
58133,actoral,0,1
58134,izquierdistas,0,1
58135,katerin,0,1
58136,raphy,0,1
58137,leavitt,0,1
58138,cerra,0,1
58140,rojoporlasexta,0,1
58141,honradez,0,1
58142,perdia,0,1
58165,lamennais,1,0
58143,halloweenpolitico,0,2
58145,cajones,0,1
58146,desarticular,0,1
58147,canallas,0,1
58148,reclutan,0,1
58149,desechables,0,1
58150,reconoceras,1,0
58144,astronauta,0,1
58139,atendemos,0,1
58153,confines,1,0
58129,gabodelascasas,0,1
58154,cavan,1,0
58151,heraclito,7,0
58152,efeso,7,0
58155,cosathomas,1,0
58156,carlyle,1,0
58157,17951881,1,0
58158,ensayista,1,0
58159,filosofiaisocrates,1,0
58160,436,1,0
58161,ac338,1,0
58162,ateniense,1,0
58163,vasta,1,0
58164,ignoranciafelecite,1,0
58166,17821854,1,0
58167,religioso,1,0
58168,favoritashenry,1,0
58169,fielding,1,0
58170,17071754,1,0
58171,novelista,1,0
58172,ellouis,1,0
58173,18221895,1,0
58174,microbiologo,1,0
58175,verdadjulio,1,0
58176,verne,1,0
58177,18281905,1,0
58178,ordenador,1,0
58179,ideado,1,0
58180,mentessjobs,1,0
58181,medicinahipocrates,1,0
58182,acs,1,0
58183,discutas,1,0
58184,tuvieses,1,0
58185,hazte,1,0
58186,obres,1,0
58187,acomodate,1,0
58188,desvalorizacion,1,0
58189,desorganizar,1,0
58190,juanfcadavid,1,0
58191,penalizados,1,0
58192,disciplinados,1,0
58207,volvernos,1,0
58194,conductora,1,0
58195,propiciada,1,0
58196,henrycruzv,1,0
58197,bancaque,1,0
58198,codensa,1,0
58199,atacados,1,0
58200,victimiza,1,0
58201,descuidar,1,0
58202,felizdiadedisfraces,1,0
58203,ojoaldatodesempleo,1,0
58204,2170000,1,0
58205,250000,1,0
58206,dejandonos,1,0
58208,accidento,1,0
58209,transportaba,1,0
58210,enternecen,1,0
58211,cibernautas,1,0
58212,lomastrinado,1,0
58213,ojoaldatodesde,1,0
58214,shenguen,1,0
58215,prorrogado,1,0
58216,ibethnoriega,1,0
58242,lucycuellor,1,0
58218,apuestica,1,0
58219,henrypachecocri,1,0
58220,henrypacheco1,1,0
58221,dirigir,1,0
58222,ellano,1,0
58223,replico,1,0
58224,coronelgabriel,1,0
58225,ocanero,1,0
58217,cirorodp,2,0
58226,arqjuancarevalo,1,0
58243,alvarojoseromero,1,0
58228,ingepec,2,0
58227,ciro,2,0
58229,votaconservador,1,0
58230,somosmas,1,0
58231,giradelassoluciones,1,0
58232,valedupar,1,0
58233,hernandanielbaquerodiaz,1,0
58234,siguiendole,1,0
58249,creepycrawly,0,1
58250,clay,0,1
58237,traicioneros,1,0
58238,bernardalcalde,1,0
58240,dannysaraujodaza,1,0
58241,alinamaylinromero,1,0
58235,codazzimerecemas,3,0
58244,elijas,1,0
58251,cuelate,0,1
58236,hermesdariorc,3,0
58239,codazzicesar,3,0
58245,sermultisalud,1,0
58246,planteron,1,0
58247,suplantandome,1,0
58248,244,0,1
58252,360o,0,1
58253,transexual,0,1
58254,burlarlo,0,1
58255,halladas,0,1
58256,moleculares,0,1
58257,habrametastasis,0,1
58258,tumoral,0,1
58259,encantadora,0,1
58260,rusticas,0,1
58261,diapodrias,0,1
58262,sonaste,0,1
58263,naufragio,1,0
58264,elsabadocuesteloquecueste,1,0
58265,juegosmacabros,1,0
58266,lodigoconorgullodemillosnadamas,1,0
58267,youtubemayercandelo10,1,0
58268,15anos,1,0
58269,nj,1,0
58270,intentaba,1,0
58271,futbolredisrael,1,0
58193,olimpicamente,1,0
58272,futbolredel,1,0
58273,futbolredestos,1,0
58274,futbolreden,1,0
58276,merchandise,1,0
58277,apache,1,0
58278,desnaturalizada,1,0
58279,fabricado,1,0
58280,abonos,1,0
58281,especule,1,0
58282,piloteandola,1,0
58283,danina,1,0
58316,designara,1,0
58284,halloweenla92,2,0
58285,enviarnos,2,0
58286,violaran,1,0
58287,abortaria,1,0
58288,ginecologa,1,0
58289,springerson,1,0
58290,cite,1,0
58291,us1000,1,0
58292,habitantepor,1,0
58293,angelbermudez,1,0
58294,bbcmundo,1,0
58295,luisbarbero,1,0
58297,mabastenier,1,0
58298,desestima,1,0
58299,kogalymavia,1,0
58300,shustry,1,0
58301,arreglarselas,1,0
58302,salcedoramos,1,0
58303,escepticismo,1,0
58304,abolicion,1,0
58305,macchinetta,1,0
58275,airbus321,1,0
58307,hoyse,1,0
58308,menester,1,0
58306,mistica,2,0
58309,omejorlo,1,0
58310,misticopor,1,0
58312,ellassantiagoric,1,0
58296,kirchnerismo,1,0
58313,ellaseldoctorpelaez,1,0
58311,deportepatinaje,3,0
58314,ojoen,1,0
58315,imputado,1,0
58317,heyne,1,0
58318,verificador,1,0
58319,viernesbailando,1,0
58320,cantandoen,1,0
58321,duchaen,1,0
58322,trabajosinfonicanalcol,1,0
58323,bilateralpor,1,0
58324,diegofelipebecerra,1,0
58325,mediaticotambien,1,0
58326,bermudezlievano,1,0
58329,requerimos,0,0
58330,cambiodelook,0,0
58331,ferreteria,0,0
58332,hv,0,0
58333,herramientasunidasgmailcom,0,0
58328,herramientasu,0,0
58334,oportunidadde,0,0
58335,pferdna,0,0
58327,boschglobal,0,0
58336,registrese,0,0
58339,4shared,0,0
58340,compartirlos,0,0
58337,pferd,0,0
58341,skillsusa,0,0
58338,bosch,0,0
58342,pferdbosch,0,0
58343,freebievectors,0,0
58344,freebie,0,0
58345,vectors,0,0
58386,julivajuli,1,0
58348,wilber,1,0
58387,semartru,1,0
58349,eldedafioesahora,1,0
58388,japylora,1,0
58350,pareceros,1,0
58389,pmaallday,1,0
58352,desdelas,1,0
58353,5amarranqueen,1,0
58351,actionfitness,2,0
58354,1120preguntamesime,1,0
58355,noooluchopormismetasesloquemegusta,1,0
58356,peleador1,1,0
58357,masvamoscon,1,0
58358,semanafelices,1,0
58359,teamdragon,1,0
58360,dragonalliancecolombia,1,0
58361,dragoncolombia,1,0
58362,mirringamirronga,1,0
58363,uuuuu,1,0
58347,ultraabs,2,0
58364,juntaron,1,0
58346,wilderdesafio,6,0
58365,delaepoca,1,0
58366,reciclen,1,0
58367,elcrespo,1,0
58368,mirringa,1,0
58369,mirronga,1,0
58398,unidospodemos,1,0
58399,wilmarbarbosaalcalde,1,0
58400,homebyme,1,0
58401,sooooy,1,0
58374,supongan,1,0
58375,conduzco,1,0
58376,textear,1,0
58377,conduces,1,0
58378,heyandrw,1,0
58379,bancacito,1,0
58380,sujetaron,1,0
58381,9500,1,0
58402,905,1,0
58383,supieron,1,0
58384,sangria,1,0
58390,bacooooon,1,0
58403,1x2,1,0
58385,monoku,2,0
58391,tanoveron,1,0
58382,behanceencali,3,0
58392,ladrillos,1,0
58370,googlefont,3,0
58371,fonts,3,0
58372,webdesign,3,0
58373,heyfont,3,0
58393,happyhalloween2015,1,0
58394,trapiche,1,0
58395,campanahoy,1,0
58414,hijuepuchas,1,0
58396,catumare,2,0
58397,porfia,1,0
58404,tulxsfe,1,0
58405,26pts,1,0
58406,cortuluaoficial,1,0
58407,lagranepoca,1,0
58408,valtami,1,0
58409,desafioamuerte,1,0
58410,chilling,1,0
58411,llaneras,1,0
58412,alvaroparejagil,1,0
58413,carogomezfilm,1,0
58415,pummm,1,0
58416,insipiente,1,0
58417,redundante,1,0
58418,innecesaria,1,0
58419,microrruedas,1,0
58420,negoceo,1,0
58421,negocear,1,0
58422,rayar,1,0
58423,tachar,1,0
58424,manuscrito,1,0
58425,rallar,1,0
58426,desmenuzar,1,0
58427,rallador,1,0
58428,prefijo,1,0
58429,vehemencia,1,0
58430,livianas,1,0
58431,tiempohenry,1,0
58432,cooke,1,0
58433,caminomahatma,1,0
58434,proferestrepo,1,0
58474,levantemos,0,0
58437,etp18,1,0
58438,glandon,1,0
58439,lacets,1,0
58440,montvernier,1,0
58435,dsd,2,0
58436,uranrigoberto,2,0
58441,mipueblonatal,1,0
58442,m14,1,0
58443,dominguiando,1,0
58444,rionegroantq,1,0
58452,subdirector,0,0
58445,somer,2,0
58446,balito,1,0
58447,atentan,1,0
58449,inermes,0,0
58450,descuartizados,0,0
58453,torrenciales,0,0
58461,moderniza,0,0
58455,tuetanos,0,0
58456,inventaran,0,0
58457,rapar,0,0
58458,lopesierra,0,0
58459,telepacifico,0,0
58460,monotematica,0,0
58462,complementa,0,0
58463,paraolimpicos,0,0
58464,integrada,0,0
58465,indudable,0,0
58466,periodisticofelicitaciones,0,0
58467,ejem,0,0
58468,dunning,0,0
58469,wirpsa,0,0
58470,miremosaver,0,0
58454,andval001,0,0
58471,sicualquiera,0,0
58472,reconstruccion,0,0
58473,felipekast,0,0
58476,tobalaba,0,0
58477,reddeemergencia,0,0
58478,24horasaldia,0,0
58479,estancado,0,0
58480,barometro,0,0
58481,cerc,0,0
58482,lanataenel13,0,0
58483,ineptas,0,0
58484,destruyeron,0,0
58485,demostraria,0,0
58451,genocidas,0,0
58448,superada,1,0
58487,gestiones,0,0
58488,descabezar,0,0
58489,asimile,0,0
58490,ofreciendo,0,0
58491,evaluando,0,0
58486,interventor,0,0
58492,guillotina,0,0
58475,nelly,0,0
58493,marchamos,0,0
58494,anef,0,0
58495,rechazaron,0,0
58496,cnnchile,0,0
58497,gobernados,0,0
58498,usureros,0,0
58545,m7545kmnofalaqahdariyekiranwamunjanafghanistan,0,0
58499,bastian,0,0
58500,bodenhofer,0,0
58502,petic,0,0
58503,scjn,0,0
58504,orientame,0,0
58505,filial,0,0
58506,planned,0,0
58507,parenthood,0,0
58508,despilfarro,0,0
58509,supermercados,0,0
58510,maye,0,0
58511,varon,0,0
58512,nobiliario,0,0
58513,puntapie,0,0
58514,balompie,0,0
58515,tentempie,0,0
58516,ciempies,0,0
58517,buscapies,0,0
58518,holden,0,0
58519,salvemos,0,0
58520,fray,0,0
58521,junipero,0,0
58522,serra,0,0
58523,rendino,0,0
58524,rendi,0,0
58525,cuenteme,0,0
58526,desfachatez,0,0
58527,fallecidos,0,0
58528,1606,0,0
58530,criminalidad,0,0
58531,creci,0,0
58532,srsactualidadpanam,0,0
58533,multara,0,0
58534,ladren,0,0
58535,consiguela,0,0
58583,claraalcaldesa,0,0
58537,salarial,0,0
58538,youtubers,0,0
58539,teleport,0,0
58540,rubiales,0,0
58541,forense,0,0
58542,condenan,0,0
58561,aureliobabiloni,0,0
58543,mecano,0,0
58544,mecano2015,0,0
58546,afghanistan,0,0
58547,quake,0,0
58571,represento,0,0
58548,mistyday,0,0
58549,exentas,0,0
58550,cambiantes,0,0
58551,houseofcardsquotes,0,0
58501,twiter,0,0
58554,disenando,0,0
58555,extrategias,0,0
58553,aruvima,0,0
58529,tecnosfera,0,0
58557,ambulancias,0,0
58558,infracciones,0,0
58559,giordanobrunofi,0,0
58560,sospechoso,0,0
58562,700pmel,0,0
58575,bogotamarcha,0,0
58566,dijinpolicia,0,0
58564,antioquiacceeu,0,0
58565,pachellyel,0,0
58552,jnn59,0,0
58567,afrocandombera,0,0
58568,saberbta,0,0
58569,minambbta,0,0
58570,pobrezabm,0,0
58563,peligra,0,0
58536,pensionados,0,0
58572,construya,0,0
58573,sandrazunigah,0,0
58574,concejalalejo,0,0
58576,alejoalconcejopolo6,0,0
58577,mzambranoz,0,0
58578,jrbogotadc,0,0
58579,bogotasinindiferencia,0,0
58580,bogotapositiva,0,0
58581,bogotagana,0,0
58582,clarapalabra,0,0
58640,proponia,0,0
58584,economically,0,0
58585,displace,0,0
58586,campesins,0,0
58587,expand,0,0
58588,alreadyfrightening,0,0
58589,corporate,0,0
58590,richgrzywacz,0,0
58591,mtbarra,0,0
58592,choosing,0,0
58627,transmillenoconoce,0,0
58594,became,0,0
58595,disabled,0,0
58596,unsafe,0,0
58593,autoworkers,0,0
58597,injuredthenfired,0,0
58598,abuses,0,0
58599,advocates4b,0,0
58600,takebacktheland,0,0
58601,takebackroc,0,0
58602,evictdefense,0,0
58603,shamuscooke,0,0
58604,dianapeiwu,0,0
58605,usfifty,0,0
58606,multinacional,0,0
58607,pliego,0,0
58608,criminalizar,0,0
58609,despedidos,0,0
58611,algns,0,0
58612,nstros,0,0
58613,desestiman,0,0
58628,trasporte,0,0
58614,noticiala,0,0
58615,trabajadors,0,0
58616,fuenlaplantaproductiva,0,0
58629,detrajeyoverol,0,0
58617,sentencias,0,0
58618,22meses,0,0
58619,en4min,0,0
58610,cocacolaenlucha,0,0
58620,cocacolaenluchala,0,0
58621,leganeshuelganoesdelitonoalarepresion,0,0
58622,matriz,0,0
58623,cuestionado,0,0
58624,castillasenador,0,0
58625,extralimitacion,0,0
58626,batidasilegales,0,0
58630,821000,0,0
58631,comprada,0,0
58641,restauracion,0,0
58632,votoclaraymanuelpolo3,0,0
58642,afectuosa,0,0
58643,leida,0,0
58644,1anoconlaorejaroja,0,0
58645,desvalorizar,0,0
58646,conformamos,0,0
58634,barrida,0,0
58647,arrepintieron,0,0
58635,reabran,0,0
58648,logrosdelabogotahumana,0,0
58637,marchabogota,0,0
58649,delinquireducando,0,0
58636,retroceso,0,0
58638,terminaremos,0,0
58639,conferencias,0,0
58650,ecuanime,0,0
58651,augustoocampo,0,0
58652,parapetados,0,0
58653,matonearon,0,0
58655,espanolaasigno,0,0
58656,ecopetrolenergia,0,0
58657,termoelectricas4x1000,0,0
58658,bancoscarteles,0,0
58659,todograve,0,0
58660,juanjmalvehy,0,0
58661,jcv,0,0
58662,hitlerles,0,0
58663,contratosporque,0,0
58667,mantilla,0,0
58664,panfletos,0,0
58665,undp,0,0
58666,sesgada,0,0
58633,paracol,0,0
58654,diadelajiaco,1,0
58668,2054original,0,0
58669,cevicheria,0,0
58670,avales,0,0
58671,galardon,0,0
58672,monasamper,0,0
58673,acaballeroh,0,0
58674,remito,0,0
58723,const,0,0
58676,defiendomivotoupmanana,0,0
58678,especulan,0,0
58679,rehabilitada,0,0
58680,intervenia,0,0
58681,inconsistencias,0,0
58682,recuentoup,0,0
58711,cnvinternat,0,0
58684,bogotasocial,0,0
58685,emorendimientos,0,0
58712,dirigentesactivistas,0,0
58686,arborizacion,0,0
58687,cuencas,0,0
58683,localidad16,0,0
58688,885,0,0
58689,120mil,0,0
58690,1198,0,0
58691,taparlos,0,0
58677,monopolios,0,0
58693,confederacion,0,0
58675,recuento,0,0
58695,obreras,0,0
58697,juventudcsa,0,0
58698,cgtcolombia1,0,0
58700,ceropactos,0,0
58702,csao,0,0
58704,enriqueborda12,0,0
58705,albertoechava,0,0
58706,miryamlta,0,0
58707,postacuerdo,0,0
58709,cgtgguatemala,0,0
58713,sindicales,0,0
58714,ctaargentina,0,0
58715,solidariza,0,0
58716,rechazando,0,0
58717,prensacta,0,0
58718,hugoyasky,0,0
58719,resignacion,0,0
58720,ivanmarquezfarc,0,0
58721,erro,0,0
58722,excluirlos,0,0
58724,mpastranab,0,0
58725,incluirlos,0,0
58726,inacio,0,0
58727,lula,0,0
58728,juventudecut,0,0
58764,alistan,0,0
58729,lacarinosa610am,0,0
58694,asipartido,0,0
58733,respetable,0,0
58732,pluralidad,0,0
58710,cgt,0,0
58692,juliorge,0,0
58734,cooperativas,0,0
58701,sindicatos,0,0
58699,mintrabajocol,0,0
58703,ituc,0,0
58696,csatuca,0,0
58735,cgtinforma,0,0
58708,trabajodecente,0,0
58736,igualdaddegenero,0,0
58737,fijandola,0,0
58738,manolito,0,0
58739,ivancepeda,0,0
58740,rlara,0,0
58741,jciragorri,0,0
58742,adelmo,0,0
58743,desapariciones,0,0
58744,forzadas,0,0
58745,convocamos,0,0
58730,requisito,0,0
58747,onic,0,0
58748,pnpsimonbolivardirectora,0,0
58749,feliciraciones,0,0
58746,comisiones,0,0
58751,empleadashogarempleadas,0,0
58769,corroe,0,0
58750,domesticas,0,0
58752,justiciay,0,0
58753,paoletras,0,0
58770,enquista,0,0
58755,canalcapitalnosotros,0,0
58756,legislativa,0,0
58757,congresovisible,0,0
58759,victorjcorreav,0,0
58760,3n,0,0
58761,colombiacual,0,0
58762,domestico,0,0
58763,cely,0,0
58772,ineficiente,0,0
58765,incumplir,0,0
58773,mananadeberian,0,0
58767,objetores,0,0
58758,batidas,0,0
58768,represente,0,0
58786,noticiasevtv,0,0
58787,colombiapor,0,0
58788,blancojuanpa,0,0
58774,cardonadiosdado,0,0
58775,monstruoso,0,0
58776,reclutamiento,0,0
58777,cacareado,0,0
58778,tolato21,0,0
58779,borregos,0,0
58780,pleitecia,0,0
58781,homores,0,0
58782,angelaserrato1,0,0
58783,cevamo,0,0
58784,diegoan97295337,0,0
58785,parlamentarias,0,0
58790,meniroso,0,0
58791,promesero,0,0
58792,diancolombia,0,0
58793,apruebe,0,0
58794,nues,0,0
58795,pensionado,0,0
58796,fallecer,0,0
58797,velacion,0,0
58798,pesame,0,0
58799,complicadajuanpa,0,0
58800,todossalud,0,0
58801,senadorangelcudtodiocabrera,0,0
58731,nutre,0,0
58771,evidencian,0,0
58754,angelamrobledo,0,0
58766,denunciaran,0,0
49098,avotarporclara,0,0
58803,urgimos,0,0
58804,escuda,0,0
58805,rrrrr,0,0
58802,angelcustodiocabrera,0,0
58806,wayu,0,0
58807,repmiercoles,0,0
58808,hundieron,0,0
58809,paseochile,0,0
58810,hh,0,0
58811,losprofesionales,0,0
58812,davor,0,0
58814,tvcaracoltv,0,0
58815,rcntvno,0,0
58816,faltapayola,0,0
58817,nsnocitias,0,0
58818,fuerzasalgar,0,0
58819,exhortacion,0,0
58820,platillos,0,0
58821,mambru,0,0
58822,astra,0,0
58823,musicalidadga,0,0
58824,artesanas,0,0
58825,macrame,0,0
58848,rtamas1d,0,0
58826,lbigmoney,0,0
58827,psicologiamente,0,0
58828,archivosencolombia,0,0
58829,visitelos,0,0
58830,ecosistemasestrategicosmas,0,0
58831,recomendadocolpsic,0,0
58832,sobreponerse,0,0
58833,psyciencia,0,0
58834,ocupese,0,0
58835,hunnybegum,0,0
58836,presidentialdebates,0,0
58837,ratings,0,0
58838,revenues,0,0
58839,cnbc,0,0
58840,charged,0,0
58841,25000000,0,0
58842,ifyouwant,0,0
58843,mgwvfollowtrickteamfollowbackanotherfollowtrainfollow,0,0
58844,antoquinterox,0,0
58856,senalmemoria,0,0
58813,invisibles,0,0
58849,unretweet,0,0
58850,user,0,0
58851,replies,0,0
58852,tchyminigagua,0,0
58853,suenosfilarmonicos,0,0
58854,seami,0,0
58855,40rtsrt,0,0
58857,plssssssss,0,0
58858,followbackseguro,0,0
58860,sencilo,0,0
58861,followsrt,0,0
58862,followsfav,0,0
58863,followsfollow,0,0
58864,youfollow,0,0
58865,julistyles11,0,0
58866,notifs,0,0
58867,scarier,0,0
58859,teamfollowback,0,0
58868,tfbjp,0,0
58869,instantfollowback,0,0
58870,500aday,0,0
58871,1000aday,0,0
58872,followngain,0,0
58845,ganaconluisito,0,0
58846,sponsor,0,0
58847,styles,0,0
58873,dmgoals,0,0
58874,60rts,0,0
58875,saved,0,0
58876,accs,0,0
58877,4,0,0
58878,retener,0,0
58879,noritake,0,0
58880,80,0,0
58881,carilla,0,0
58882,ceram,0,0
58883,69,0,0
58884,invasion,0,0
58885,timidez,0,0
58886,84,0,0
58887,biologicos,0,0
58888,provisionalizacion,0,0
58889,reiki,0,0
58890,65,0,0
58891,adm,0,0
58892,carillas,0,0
58893,prefabricadas,0,0
58894,ebooks,0,0
58895,31,0,0
58896,theracal,0,0
58897,silicato,0,0
58898,calcio,0,0
58899,modificado,0,0
58900,resina,0,0
58901,infeccion,0,0
58902,45,0,0
58903,acelerada,0,0
58904,osteogenicamente,0,0
58905,papulas,0,0
58906,perladas,0,0
58907,quemecondecorenpor,0,0
58908,batir,0,0
58910,siyofueraricono,0,0
58911,adquirido5,0,0
58913,eltiempoque,0,0
58914,terminariamos,0,0
58915,limosneros,0,0
58916,chucherias,0,0
58917,mifantasia,0,0
58918,competentes,0,0
58919,mesacalapiedra,0,0
58920,volteando,0,0
58921,eltiempocomo,0,0
58912,qme,0,0
58922,frasesparaconquistarme,0,0
58923,conquistaria,0,0
58924,cuandojuegalaseleccionse,0,0
58925,negandome,0,0
58926,medapanicopensar,0,0
58927,nieguen,0,0
58928,actue,0,0
58929,disparaba,0,0
58930,icono,0,0
58931,indignado,0,0
58932,mecuestatrabajoque,0,0
58933,tutelasdesacatosmulta,0,0
58934,mananasbluno,0,0
58936,fiscalizar,0,0
58972,tartutv,0,0
58938,telenoche,0,0
58935,patriotas,0,0
58940,intratablesescriban,0,0
58939,elcambioyaempezodale,0,0
58941,aburrio,0,0
58942,intrusosoficial,0,0
58978,asteroidor,0,0
58944,gfvisca,0,0
58945,sufrepero,0,0
58943,florotegui,0,0
58946,fotooooooooosssssss,0,0
58947,c5n,0,0
58948,garrahan,0,0
58950,buscaaaa,0,0
58951,petisa,0,0
58952,calentona,0,0
58979,pumpkinwere,0,0
58954,andaaa,0,0
58955,sooooosss,0,0
58956,pazgh2015ar,0,0
58957,lacasaenvivogh,0,0
58958,showmatch2015,0,0
58959,usemos,0,0
58960,totalgh2015xamerica,0,0
58961,afanan,0,0
58962,msjes,0,0
58963,mierdaaa,0,0
58980,gobernare,0,0
58965,rtcamila,0,0
58981,retrovisor,0,0
58967,mancuerna,0,0
58968,gh,0,0
58966,gh2015,0,0
58969,11111,0,0
58970,pudra,0,0
58949,frangh2015ar,0,0
58971,eloycata,0,0
58953,gh2015xamerica,0,0
58964,rialjorge,0,0
58973,perohace,0,0
58974,anotada,0,0
58975,escapetelefe,0,0
58976,leandroleunis,0,0
58977,react,0,0
58997,colomia,0,0
58983,aguerdiente,0,0
58984,segovia,0,0
58985,hptu,0,0
58986,andresaguirrem,0,0
58987,dependencias,0,0
58988,secretarias,0,0
58982,veeduriademed,0,0
58998,entoces,0,0
58990,reconocio,0,0
58989,carlosaperez,0,0
58991,acontecigos,0,0
58992,construyen,0,0
58993,transcaribe,0,0
58994,acabarseles,0,0
58995,simbolos,0,0
58996,patrios,0,0
58999,capturarlos,0,0
59000,autorizandole,0,0
59001,sulten,0,0
59002,dejense,0,0
59003,faltaban,0,0
59004,cotorras,0,0
59005,florecheverria2,0,0
59006,amilutetuu,0,0
59007,jesik87,0,0
59008,diciendonos,0,0
59009,esaa,0,0
59010,taguea,0,0
59012,jesusfest,0,0
59013,personatoxicaesquien,0,0
59014,decidiste,0,0
59015,hipo,0,0
59011,arge,0,0
58909,colpensiones,0,0
58937,mariuvidal,0,0
59016,sabrias,0,0
59017,tarado,0,0
59018,argentinaelige,0,0
59019,fansradio,0,0
59020,telecentrosbog,0,0
59021,tigoune,0,0
59022,2973,0,0
59023,cuentaen,0,0
59024,ocurriren,0,0
59025,json,0,0
59026,togala,0,0
59027,irrespetar,0,0
59028,salepero,0,0
59029,mamale,0,0
59030,putishort,0,0
59031,cortode,0,0
59032,verdadse,0,0
59033,chacaras,0,0
59034,onuderechos,0,0
59035,serao,0,0
59036,inquilino,0,0
59037,habanacanallas,0,0
59038,cursa,0,0
59039,congresoni,0,0
59040,adefecio,0,0
59041,locauribe,0,0
59042,enconstituyenteambos,0,0
59043,refconstitucional,0,0
59063,nuevaepsoficial,0,0
59064,hugol1120,0,0
59065,patea,0,0
59046,congyfarc,0,0
59047,acierdp,0,0
59044,refconst,0,0
59045,cursalo,0,0
59048,ojooomadurocamino,0,0
59049,stalin,0,0
59050,venezolanoambos,0,0
59051,escrupulos,0,0
59053,psicogenia,0,0
59054,adverso,0,0
59055,vacunapapiloma,0,0
59056,solidaridadafectadas,0,0
59052,santirepo,0,0
59057,sedatocarruncho,0,0
59058,tcho,0,0
59059,encubrir,0,0
59060,intelectualidadvestido,0,0
59061,sastre,0,0
59062,arreglaron,0,0
59066,locota,0,0
59067,veamos,0,0
59068,antesala,0,0
59069,oladelavictoria,0,0
59071,cparamo77,0,0
59072,prohibirles,0,0
59073,obsecuentes,0,0
59074,emisor,0,0
59075,davidracero,0,0
59076,soytransparente,0,0
59077,jaherreraloz,0,0
59078,oitbogota,0,0
59090,3huber,0,0
59080,progresista,0,0
59081,progresitavotaclara,0,0
59082,progresismo,0,0
59083,santamaria,0,0
59079,progresistavotaclara,0,0
59070,progresistasconclara,0,0
59084,ricardobonillag,0,0
59085,azotes,0,0
59086,taurino,0,0
59087,andreanimalidad,0,0
59088,nataliaparraoso,0,0
59091,animalvean,0,0
59092,enaltecer,0,0
59093,peludos,0,0
59094,borasca,0,0
59095,dianalzuleta,0,0
59096,roscas,0,0
59097,pretendia,0,0
59098,investigada,0,0
59099,ventodo,0,0
59101,falsificacion,0,0
59100,reses,0,0
59089,luisfer27878806,0,0
59103,piedadcepeda,0,0
59104,farcbuen,0,0
59105,vlado,0,0
59106,backstreet,0,0
59107,quit,0,0
59131,reparte,0,0
59109,soldadito,0,0
59111,incluyendolos,0,0
59112,maestrociro,0,0
59113,alivifa,0,0
59114,florez9317,0,0
59146,nieto,0,0
59116,adriana43b,0,0
